class,boundingbox_x,boundingbox_y,boundingbox_width,boundingbox_height,angle,confidence,File Name
complete,0.370176,0.1895985,0.046083072054714395,0.08276677121284845,1.561313309923161,0.92289,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.incomplete,0.977781,0.28192249999999996,0.044577022029292195,0.06510053336187041,1.595879142758931,0.921546,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.complete,0.8883185,0.1312095,0.04794671898055172,0.08006065578672207,1.5792641606875601,0.911923,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.complete,0.727384,0.7450815,0.05273156299598947,0.0861654797062025,1.5630968041920585,0.911578,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.1555895,0.3460705,0.052761531478909926,0.08826358987714014,1.5631770655960913,0.909108,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.complete,0.6606945,0.8527830000000001,0.048060139991473176,0.08279192804253324,1.5732099466023781,0.908329,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.complete,0.7543884999999999,0.2855575,0.04710918806347654,0.07886861024514126,1.6083353746086684,0.90762,T22L600_W1_A4_R4_P206_g225_6.txt
incomplete,0.032350225,0.2934215,0.052267180860364026,0.08238008711528837,1.6012165475935425,0.899443,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.38974149999999996,0.347714,0.052238086383404214,0.08682445851256429,1.5689872836338328,0.893558,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.251973,0.1429075,0.043562131410205374,0.07200186832298174,1.5732525910806174,0.893267,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.466561,0.7475605000000001,0.05262199458401404,0.08493000132462027,1.5570185128670775,0.891023,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.508805,0.292789,0.050514000039592985,0.08346620686241828,1.5708359197789996,0.865005,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.1363,0.1419145,0.0443416380843108,0.07853075135894219,1.5836063076440867,0.862356,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.incomplete,1.00008,0.7114745,0.019822351222798868,0.052870998524711034,3.135665561397694,0.859071,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.315355,0.903324,0.04827116184638604,0.08785336142686859,1.5682068128868139,0.854901,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.1742725,0.9036675000000001,0.04883269852260876,0.0862645030878866,1.5555293212799224,0.854131,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.complete,0.6015245,0.699468,0.04724843609052046,0.0799489216187435,1.5750821962515964,0.845403,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.complete,0.633811,0.3355005,0.04938416642001766,0.08433815546951452,1.5444285458232339,0.834168,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.357185,0.747482,0.04741581496716047,0.07706875076838864,1.5649332704933832,0.802195,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.7258695,0.05174095,0.038997994133160234,0.05174452777482851,1.5534099412989453,0.793713,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.1216415,0.7478035000000001,0.053224472206307556,0.08638783610231246,1.5665764510469504,0.79237,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.incomplete,0.9997905,0.1582615,0.0179831248118897,0.05565915317357964,0.003725723738549544,0.785518,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.273643,0.2998885,0.04860581299597817,0.08243679773013991,1.584869182190563,0.782959,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.6914769999999999,0.6691104999999999,0.01929413467870491,0.024426557555251253,1.5856714768121893,0.775176,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.976972,0.968329,0.02303724054655848,0.069815353497637,1.832299061357781,0.775066,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.6744965,0.548158,0.012545953331652301,0.01705897493989592,1.6228305702128702,0.770532,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.7634749999999999,0.1377245,0.041948301336287755,0.07244843166004361,1.574586760993598,0.752026,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.772725,0.639169,0.011911177355744458,0.03503787542075009,2.6934520437694776,0.68333,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.791848,1.0018365,0.022069452643869572,0.04723592832791584,1.2278089621500392,0.682055,T22L600_W1_A4_R4_P206_g225_6.txt
incomplete,0.02723406,0.8997679999999999,0.04364522424330591,0.06815273629320642,1.5675908755823662,0.65132,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.020551035,0.6976505,0.04834089403393368,0.06145279758761922,1.576878337881242,0.627928,T22L600_W1_A4_R4_P206_g225_6.txt
complete,0.45675849999999996,0.9047845,0.04826691107788022,0.0858812720271422,1.5428024809275005,0.611427,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.incomplete,0.026726251000000003,0.8565485,0.04519208567880001,0.06930694376127693,1.572743327640099,0.431473,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.6071184999999999,0.03707685,0.017317871169401748,0.0287269087834037,0.053604806355307434,0.421901,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.9554739999999999,0.6787345,0.014214699504386257,0.022499148628337014,0.2177876591424402,0.382201,T22L600_W1_A4_R4_P206_g225_6.txt
hair,0.8171815,0.667467,0.009526092273330117,0.01960790312603574,1.6996955309595623,0.257425,T22L600_W1_A4_R4_P206_g225_6.txt
blurry.complete,0.93062,0.20098749999999999,0.036381062161514745,0.08000309074654548,1.578437739358458,0.947404,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.complete,0.6989635,0.8921565,0.03870931005585089,0.08109892803853831,1.6135122211124822,0.935305,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.complete,0.199792,0.9190115000000001,0.040509312040566695,0.08245547807756622,1.5668712932594582,0.931683,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.complete,0.4372045,0.8822245,0.04219104854113012,0.07967535130139058,1.572313236821007,0.930548,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.12610490000000002,0.09326265,0.03495610937404218,0.08023530951918863,1.5700725619704323,0.929016,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.281196,0.1862955,0.039126952411349385,0.07738273483148551,1.5777736710110797,0.924778,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.4645375,0.493159,0.035631469461699206,0.0702552106608471,1.5961698806432731,0.924379,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.18369400000000002,0.4920865,0.03644474482006977,0.08044028693384928,1.577203329454145,0.923649,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.1341695,0.1817665,0.04090305324789339,0.07388255329237071,1.5724221430046486,0.923328,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.38954350000000004,0.0909101,0.03562272026796943,0.07761391936637398,1.569729593160171,0.922275,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.complete,0.8536835,0.36367099999999997,0.043124379334664044,0.07621892809532291,1.5813010189994579,0.92169,T22L600_W1_A4_R4_P207_g134_4.txt
incomplete,0.9741075,0.930391,0.034189059902255306,0.06063911735835212,1.568924381863948,0.920253,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.4453195,0.355097,0.03752275589558952,0.07453380873804856,1.5804707361203614,0.917383,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.5933200000000001,0.7662765,0.03869565414875426,0.07913867641678124,1.57662388713246,0.912013,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.complete,0.2031285,0.7991985,0.037712478624455405,0.07497941398810747,1.5657581852904545,0.910352,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.8668925,0.778822,0.034872745346473666,0.07830082799689927,1.5773344304664358,0.905565,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.2610595,0.3506405,0.03560242915869646,0.07210446227522949,1.5797565094581958,0.90443,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.476944,0.1927755,0.03562747088975021,0.07524050258338252,1.5898698395379252,0.901161,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.6287105,0.506168,0.03919804338229146,0.08083480118117439,1.5780926740855432,0.899889,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.5281355,0.6063829999999999,0.02686534559613936,0.03438405585442193,1.584029370337753,0.880482,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.8833475,0.6518125,0.03200010764044399,0.06098297740353454,1.5682182075075344,0.871391,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.18944149999999998,0.6215675,0.021640097527506674,0.0358746257541455,0.030549900642209804,0.867638,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.382345,0.7110595,0.03527642902846037,0.06263250039715806,0.25077104655300686,0.857999,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.incomplete,0.9668749999999999,0.06947145,0.03911503962787203,0.07636919459808389,1.5749635498988892,0.853811,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.6216094999999999,0.0606801,0.03962888051964124,0.08307301415718586,1.594001308117053,0.852895,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.29410749999999997,0.04242965,0.020673042253379154,0.1243570139959946,1.4662427145327674,0.842995,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.6426135,0.3628025,0.036441561670707785,0.07491049134133346,1.6043911289640405,0.842703,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.08339205,0.2263845,0.020975862188715864,0.05001719808435895,1.9915960689746934,0.839825,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.837437,0.8781209999999999,0.020201771258976323,0.07067566298238746,1.219644324982618,0.832233,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.262694,0.408549,0.03160288195718866,0.04178601225290591,1.6748368441398613,0.828101,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.8337085,0.0548869,0.028262197918951733,0.14423062928258334,1.4113941054536014,0.827813,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.7530285000000001,0.5367795,0.022789757194845262,0.05873853431096145,1.5832145053361408,0.806428,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.547132,0.03895075,0.026007585940259814,0.1315939738599378,1.3857963918473368,0.794999,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.257583,0.856374,0.030888431896099872,0.03960776879603291,1.613705811336578,0.786834,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.complete,0.7178925,0.1993475,0.038076690638762206,0.08047803479210958,1.593344846446025,0.781225,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.8365605,0.505738,0.036189376148256576,0.07984135548072814,1.5753418756357027,0.768715,T22L600_W1_A4_R4_P207_g134_4.txt
complete,0.03555589,0.3874945,0.03599902786387572,0.07253216877846753,1.5695519873165753,0.756589,T22L600_W1_A4_R4_P207_g134_4.txt
incomplete,0.99974,0.6397415,0.00795960331926152,0.03536761493230772,3.129279397632209,0.720584,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.009347946000000001,0.003673175,0.021132031756184732,0.02814672643144428,1.5800843394319766,0.684299,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.8653124999999999,0.721524,0.029061508993856466,0.07913460604564852,1.5648779126801524,0.663834,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.10029015,0.11458399999999999,0.029559231552934526,0.07191477094095482,1.5747461005881518,0.653012,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.5760795000000001,0.862559,0.02826456541325207,0.03654536136091701,1.6346121337511976,0.622556,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.9882930000000001,0.138263,0.03176624286880652,0.03984544051707795,1.5796265710699533,0.615648,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.33006599999999997,0.1105351,0.02974190002336771,0.2199847937468406,1.7416360789901386,0.608883,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.7863355000000001,0.0107089,0.011256322492921078,0.026524263695051727,1.5649329274723578,0.508259,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.986676,0.9708730000000001,0.030014216498186197,0.03887138284136536,1.5745947891509444,0.409924,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.118142,1.00035,0.013277727591723009,0.03480945115913213,1.560327476755215,0.372414,T22L600_W1_A4_R4_P207_g134_4.txt
hair,0.6064369999999999,0.8817925,0.016064500490211252,0.021568449017024836,1.6418199476310202,0.324698,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.incomplete,1.000095,0.438296,0.006648086942873103,0.030681071493675063,3.1364768385931945,0.317505,T22L600_W1_A4_R4_P207_g134_4.txt
blurry.complete,0.7754030000000001,0.303841,0.04767527010935543,0.0791492067932459,1.563496880151544,0.945311,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.1198531,0.25148800000000004,0.04645200001076379,0.07714372561291034,1.5708167780133557,0.941956,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.7918419999999999,0.4857235,0.045776674507875745,0.08322516641016704,1.5581368393680575,0.935936,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.8683285000000001,0.2991845,0.04467744765538875,0.07352209956876908,1.566319780383238,0.931636,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.64957,0.436053,0.045929758730043416,0.07887241257245786,1.5765333174996148,0.928691,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.0199347,0.4770875,0.04460001863444563,0.05825927702113115,1.5698829862416892,0.923454,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.05735325,0.734989,0.04466878115876905,0.07527720959599923,1.5618672530686397,0.922663,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.38189850000000003,0.25153400000000004,0.04574772188863614,0.07946090941462976,1.5764250517505243,0.922338,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.262326,0.30125599999999997,0.04948648301304107,0.08026979467396189,1.5546092182174776,0.920389,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.incomplete,0.97782,0.741438,0.046304208631613615,0.0635658879352755,1.567783637223032,0.91802,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.798089,0.7380785,0.041217752122113545,0.0758692378306253,1.5647552036929337,0.913553,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.9345155,0.43909200000000004,0.044376440461127556,0.08541804812216204,1.6101855323335341,0.910519,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.incomplete,0.9776819999999999,0.308484,0.04672283899764658,0.06408770980461076,1.5648035685278971,0.910139,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.5120365,0.2989225,0.046126665704340666,0.07813026446262676,1.5622978864100299,0.909393,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.415723,0.43642400000000003,0.043700435066484196,0.07857889903148298,1.5752699298449575,0.908566,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.532394,0.4802405,0.0432150266574024,0.08056364244496399,1.5696740448855608,0.904181,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.6664125,0.8682675,0.04284304930790988,0.08018680834152213,1.5723134929627136,0.891019,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.5805754999999999,0.0484829,0.01998991009584585,0.07653811654881507,1.784731613606172,0.885939,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.incomplete,0.02409155,0.899477,0.03883657841178905,0.059740538585456665,1.5554411735545695,0.883535,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.187434,0.436497,0.040842000599872724,0.07478030947381803,1.5709677189875282,0.877506,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.8927855,0.888889,0.024797149231312834,0.057096793123607256,0.6800406283215659,0.876218,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.656083,0.253691,0.04883052837109177,0.08425765722472944,1.5844151380264417,0.870336,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.596339,0.828371,0.019143506079085982,0.033856199742440106,0.04851979483056097,0.867036,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.10982215000000001,0.8992020000000001,0.03384069532382576,0.061689306873152654,1.105562885900269,0.8629,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.339551,0.6909225000000001,0.04298902596012141,0.07782986250790887,1.5777167522770292,0.851957,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.7647595,0.1521725,0.031285268897677694,0.041076028045564504,1.6049724155932132,0.840375,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.20897649999999998,0.08450635,0.046299382468883966,0.22110565950126654,1.808364590536272,0.833691,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.5167295,0.9045555,0.0403666324703956,0.0806771261572944,1.5593757550684684,0.832726,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.8975355,0.9449965,0.04511701488352254,0.15179100954272623,2.1542159519159663,0.825845,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.0928591,0.5505035,0.018039440900427042,0.024729456723510942,1.58341346408184,0.819657,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.5358755,0.5688964999999999,0.020422353635171437,0.06086123667820103,0.8240829430819594,0.816188,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.346819,0.5891175,0.03219531402238534,0.05278929588467721,1.5588222462314167,0.798432,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.939522,0.06203325,0.014618365044012272,0.06139685004338581,1.7884725043278973,0.795401,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.incomplete,0.9693975,0.869822,0.03867580155601175,0.07297643675187213,1.5772473495997317,0.791842,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.19044450000000002,0.89801,0.0394687419105296,0.07844099247842287,1.5646648540237291,0.773188,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.9204005,0.5935575,0.03211689278245952,0.07153025234122981,1.2993611374646719,0.756405,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.1857685,0.6768485,0.029264642642615756,0.06340952878708378,1.9860125675226379,0.748151,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.636147,0.6824380000000001,0.014202733539709926,0.031003187578053905,0.035070861562024686,0.71145,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.343217,0.862036,0.03905094728684571,0.07922767521516703,1.5777616430877326,0.709329,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.15578599999999998,0.6367625,0.020924294492288102,0.031837924445541385,1.7602485159955492,0.681159,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.7966934999999999,0.868402,0.03803500757197247,0.07559037532649246,1.5714404788984957,0.656561,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.6121384999999999,0.736537,0.04116352047626631,0.07716355788194315,1.565767581195559,0.630651,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.incomplete,0.007709975,0.2750565,0.007766290691984256,0.05208024395786591,3.138888657276457,0.60705,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.6120765,0.73641,0.04164607775049172,0.07848449383795508,1.560819230137077,0.596729,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.875887,-0.00168549,0.016525184764476918,0.032864803739455134,1.575395389436655,0.594375,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.2934205,0.47827600000000003,0.04466814857367608,0.0809932827461636,1.5505565839376927,0.554724,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.8936765,0.856066,0.02127561677131833,0.042813900569791605,1.5631819028655196,0.515241,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.2928805,0.478004,0.044222497668042204,0.08153301817668719,1.5601567463750134,0.493316,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.7743610000000001,0.8097319999999999,0.019177407384732694,0.02705793476967517,1.5773144594403996,0.480765,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.486747,1.00163,0.026112586409622492,0.06925975103189438,1.5640951691197533,0.433214,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.2960575,0.1283695,0.022509000199920033,0.054200318818250506,0.00011106668392594422,0.429204,T22L600_W1_A4_R4_P207_g134_6.txt
blurry.complete,0.796959,0.9070320000000001,0.039044086107885755,0.07600315196095495,1.5687089412397115,0.42839,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.03216095,0.9170024999999999,0.021124593368867458,0.028865440973766525,1.5864682753080173,0.365684,T22L600_W1_A4_R4_P207_g134_6.txt
hair,0.8109635,0.2023705,0.01697104124678268,0.03260160923942254,0.1086303311105733,0.361837,T22L600_W1_A4_R4_P207_g134_6.txt
hair,1.00049,0.1170195,0.007083289137116861,0.02908776818526992,3.132559092724819,0.288103,T22L600_W1_A4_R4_P207_g134_6.txt
complete,0.4920995,0.548089,0.04714424827060038,0.09065314778870069,1.567561533816381,0.942333,T22L600_W1_A4_R4_P211_g213_2.txt
blurry.complete,0.7467444999999999,0.846596,0.04832608704416284,0.08845864642871264,1.5549139703158654,0.934278,T22L600_W1_A4_R4_P211_g213_2.txt
complete,0.8450759999999999,0.5449174999999999,0.04505617216320086,0.08906064440031856,1.563583046065935,0.93422,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.956723,0.31214600000000003,0.04073052751929443,0.06794003532527781,1.6685570112298083,0.894472,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.602989,0.31963949999999997,0.02622654754251873,0.044667060671147805,0.0223460576284883,0.88952,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.15732000000000002,0.7592114999999999,0.037169190494279004,0.04758732239788239,1.5739979085811,0.885006,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.278879,0.2048145,0.03167890686245344,0.07915486992598753,1.5029388924027012,0.883536,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.37832,0.9056230000000001,0.024330451085008697,0.08106427826114278,2.4769357481808765,0.877657,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.7889065,0.8595445,0.023582012212701436,0.04991900121196346,1.5697786017625028,0.863266,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.08170265,0.7102525,0.03756333970455766,0.05715908090837359,1.5485041262628059,0.854928,T22L600_W1_A4_R4_P211_g213_2.txt
hair,0.13962635,0.1059019,0.02675077508746242,0.08876743416259142,1.3514334228903975,0.854325,T22L600_W1_A4_R4_P211_g213_2.txt
